step_size,                  x,              v_num,            u_exact,               time,
0.001001,            0.403403,            0.584714,            0.578088,             11081.4,

0.001001,            0.404404,            0.583881,            0.577261,             11081.4,

0.001001,            0.405405,            0.583047,            0.576433,             11081.4,

0.001001,            0.406406,            0.582211,            0.575603,             11081.4,

0.001001,            0.407407,            0.581373,            0.574772,             11081.4,

0.001001,            0.408408,            0.580533,            0.573938,             11081.4,

0.001001,            0.409409,            0.579692,            0.573103,             11081.4,

0.001001,             0.41041,            0.578849,            0.572267,             11081.4,

0.001001,            0.411411,            0.578004,            0.571429,             11081.4,

0.001001,            0.412412,            0.577158,            0.570589,             11081.4,

0.001001,            0.413413,             0.57631,            0.569747,             11081.4,

0.001001,            0.414414,            0.575461,            0.568904,             11081.4,

0.001001,            0.415415,             0.57461,             0.56806,             11081.4,

0.001001,            0.416416,            0.573757,            0.567214,             11081.4,

0.001001,            0.417417,            0.572903,            0.566366,             11081.4,

0.001001,            0.418418,            0.572047,            0.565517,             11081.4,

0.001001,            0.419419,             0.57119,            0.564666,             11081.4,

0.001001,             0.42042,            0.570331,            0.563814,             11081.4,

0.001001,            0.421421,            0.569471,             0.56296,             11081.4,

0.001001,            0.422422,            0.568609,            0.562105,             11081.4,

0.001001,            0.423423,            0.567746,            0.561248,             11081.4,

0.001001,            0.424424,            0.566881,             0.56039,             11081.4,

0.001001,            0.425425,            0.566015,            0.559531,             11081.4,

0.001001,            0.426426,            0.565148,             0.55867,             11081.4,

0.001001,            0.427427,            0.564279,            0.557808,             11081.4,

0.001001,            0.428428,            0.563408,            0.556944,             11081.4,

0.001001,            0.429429,            0.562537,            0.556079,             11081.4,

0.001001,             0.43043,            0.561664,            0.555212,             11081.4,

0.001001,            0.431431,            0.560789,            0.554345,             11081.4,

0.001001,            0.432432,            0.559913,            0.553476,             11081.4,

0.001001,            0.433433,            0.559036,            0.552605,             11081.4,

0.001001,            0.434434,            0.558158,            0.551734,             11081.4,

0.001001,            0.435435,            0.557278,            0.550861,             11081.4,

0.001001,            0.436436,            0.556397,            0.549986,             11081.4,

0.001001,            0.437437,            0.555515,            0.549111,             11081.4,

0.001001,            0.438438,            0.554631,            0.548234,             11081.4,

0.001001,            0.439439,            0.553747,            0.547356,             11081.4,

0.001001,             0.44044,             0.55286,            0.546477,             11081.4,

0.001001,            0.441441,            0.551973,            0.545597,             11081.4,

0.001001,            0.442442,            0.551085,            0.544715,             11081.4,

0.001001,            0.443443,            0.550195,            0.543832,             11081.4,

